rid,node,behavior,code,lat_us,reply
2983,2,0,0,13618,"rid:2983:immediate"
2984,2,0,0,13612,"rid:2984:immediate"
2986,2,0,0,13604,"rid:2986:immediate"
2989,2,0,0,13591,"rid:2989:immediate"
2991,2,0,0,13581,"rid:2991:immediate"
2992,2,0,0,13576,"rid:2992:immediate"
2996,2,0,0,13558,"rid:2996:immediate"
2997,2,0,0,13555,"rid:2997:immediate"
3000,2,0,0,13543,"rid:3000:immediate"
1772,1,1,0,22145,"rid:1772:delayed"
1933,1,1,0,21017,"rid:1933:delayed"
1939,1,1,0,20991,"rid:1939:delayed"
1963,1,1,0,20887,"rid:1963:delayed"
1981,1,1,0,20810,"rid:1981:delayed"
1983,1,1,0,20803,"rid:1983:delayed"
2615,2,1,0,15905,"rid:2615:delayed"
2465,2,1,0,17233,"rid:2465:delayed"
2469,2,1,0,17185,"rid:2469:delayed"
2109,2,1,0,19694,"rid:2109:delayed"
2368,2,1,0,17844,"rid:2368:delayed"
2472,2,1,0,17172,"rid:2472:delayed"
2476,2,1,0,17151,"rid:2476:delayed"
2478,2,1,0,17143,"rid:2478:delayed"
2373,2,1,0,17817,"rid:2373:delayed"
2226,2,1,0,18663,"rid:2226:delayed"
2655,2,1,0,15667,"rid:2655:delayed"
2657,2,1,0,15658,"rid:2657:delayed"
2010,2,1,0,20656,"rid:2010:delayed"
2011,2,1,0,20653,"rid:2011:delayed"
2386,2,1,0,17757,"rid:2386:delayed"
2396,2,1,0,17669,"rid:2396:delayed"
2149,2,1,0,19225,"rid:2149:delayed"
2405,2,1,0,17575,"rid:2405:delayed"
2162,2,1,0,19161,"rid:2162:delayed"
2536,2,1,0,16623,"rid:2536:delayed"
2719,2,1,0,15158,"rid:2719:delayed"
2568,2,1,0,16452,"rid:2568:delayed"
2189,2,1,0,18942,"rid:2189:delayed"
2433,2,1,0,17410,"rid:2433:delayed"
2337,2,1,0,18068,"rid:2337:delayed"
2766,2,1,0,14892,"rid:2766:delayed"
2773,2,1,0,14844,"rid:2773:delayed"
2777,2,1,0,14826,"rid:2777:delayed"
2598,2,1,0,16100,"rid:2598:delayed"
2789,2,1,0,14775,"rid:2789:delayed"
2794,2,1,0,14753,"rid:2794:delayed"
2796,2,1,0,14743,"rid:2796:delayed"
2817,2,1,0,14628,"rid:2817:delayed"
2274,2,1,0,18376,"rid:2274:delayed"
2646,2,1,0,15743,"rid:2646:delayed"
2231,2,1,0,18657,"rid:2231:delayed"
2501,2,1,0,17048,"rid:2501:delayed"
2086,2,1,0,20135,"rid:2086:delayed"
2239,2,1,0,18544,"rid:2239:delayed"
2391,2,1,0,17723,"rid:2391:delayed"
2293,2,1,0,18293,"rid:2293:delayed"
2096,2,1,0,20058,"rid:2096:delayed"
2538,2,1,0,16612,"rid:2538:delayed"
2304,2,1,0,18245,"rid:2304:delayed"
2548,2,1,0,16575,"rid:2548:delayed"
2727,2,1,0,15133,"rid:2727:delayed"
2564,2,1,0,16501,"rid:2564:delayed"
2186,2,1,0,18985,"rid:2186:delayed"
2187,2,1,0,18982,"rid:2187:delayed"
2757,2,1,0,14952,"rid:2757:delayed"
2333,2,1,0,18107,"rid:2333:delayed"
2336,2,1,0,18094,"rid:2336:delayed"
2767,2,1,0,14909,"rid:2767:delayed"
2347,2,1,0,18038,"rid:2347:delayed"
2624,2,1,0,15909,"rid:2624:delayed"
2805,2,1,0,14721,"rid:2805:delayed"
2211,2,1,0,18866,"rid:2211:delayed"
2369,2,1,0,17887,"rid:2369:delayed"
2980,2,1,0,13713,"rid:2980:delayed"
2482,2,1,0,17175,"rid:2482:delayed"
2221,2,1,0,18799,"rid:2221:delayed"
2132,2,1,0,19454,"rid:2132:delayed"
2667,2,1,0,15647,"rid:2667:delayed"
2236,2,1,0,18576,"rid:2236:delayed"
2238,2,1,0,18568,"rid:2238:delayed"
2142,2,1,0,19318,"rid:2142:delayed"
2693,2,1,0,15398,"rid:2693:delayed"
2700,2,1,0,15364,"rid:2700:delayed"
2864,2,1,0,14372,"rid:2864:delayed"
2535,2,1,0,16690,"rid:2535:delayed"
2872,2,1,0,14338,"rid:2872:delayed"
2746,2,1,0,15022,"rid:2746:delayed"
2443,2,1,0,17403,"rid:2443:delayed"
2936,2,1,0,13920,"rid:2936:delayed"
2951,2,1,0,13859,"rid:2951:delayed"
2470,2,1,0,17247,"rid:2470:delayed"
2268,2,1,0,18435,"rid:2268:delayed"
2979,2,1,0,13731,"rid:2979:delayed"
2277,2,1,0,18396,"rid:2277:delayed"
2988,2,1,0,13676,"rid:2988:delayed"
2995,2,1,0,13645,"rid:2995:delayed"
2233,2,1,0,18683,"rid:2233:delayed"
2509,2,1,0,17045,"rid:2509:delayed"
2143,2,1,0,19326,"rid:2143:delayed"
2399,2,1,0,17718,"rid:2399:delayed"
2858,2,1,0,14413,"rid:2858:delayed"
2411,2,1,0,17609,"rid:2411:delayed"
2256,2,1,0,18498,"rid:2256:delayed"
2718,2,1,0,15226,"rid:2718:delayed"
2546,2,1,0,16619,"rid:2546:delayed"
2310,2,1,0,18258,"rid:2310:delayed"
2737,2,1,0,15089,"rid:2737:delayed"
2559,2,1,0,16565,"rid:2559:delayed"
2569,2,1,0,16510,"rid:2569:delayed"
2917,2,1,0,14120,"rid:2917:delayed"
1906,1,1,0,21317,"rid:1906:delayed"
2602,2,1,0,16132,"rid:2602:delayed"
2941,2,1,0,13919,"rid:2941:delayed"
2456,2,1,0,17361,"rid:2456:delayed"
2365,2,1,0,17994,"rid:2365:delayed"
2367,2,1,0,17986,"rid:2367:delayed"
1940,1,1,0,21909,"rid:1940:delayed"
1942,1,1,0,21902,"rid:1942:delayed"
2820,2,1,0,15497,"rid:2820:delayed"
2652,2,1,0,16602,"rid:2652:delayed"
2495,2,1,0,17962,"rid:2495:delayed"
2834,2,1,0,15383,"rid:2834:delayed"
2664,2,1,0,16525,"rid:2664:delayed"
2251,2,1,0,19363,"rid:2251:delayed"
2717,2,1,0,16079,"rid:2717:delayed"
2307,2,1,0,19114,"rid:2307:delayed"
2722,2,1,0,16048,"rid:2722:delayed"
2890,2,1,0,15064,"rid:2890:delayed"
2891,2,1,0,15062,"rid:2891:delayed"
2317,2,1,0,19067,"rid:2317:delayed"
2558,2,1,0,17416,"rid:2558:delayed"
2895,2,1,0,15048,"rid:2895:delayed"
2738,2,1,0,15932,"rid:2738:delayed"
2756,2,1,0,15839,"rid:2756:delayed"
2912,2,1,0,14986,"rid:2912:delayed"
2581,2,1,0,17277,"rid:2581:delayed"
2449,2,1,0,18235,"rid:2449:delayed"
2608,2,1,0,16901,"rid:2608:delayed"
2349,2,1,0,18914,"rid:2349:delayed"
2611,2,1,0,16866,"rid:2611:delayed"
2822,2,1,0,15504,"rid:2822:delayed"
2990,2,1,0,14534,"rid:2990:delayed"
2497,2,1,0,17966,"rid:2497:delayed"
2383,2,1,0,18699,"rid:2383:delayed"
2682,2,1,0,16461,"rid:2682:delayed"
2285,2,1,0,19228,"rid:2285:delayed"
2394,2,1,0,18609,"rid:2394:delayed"
2713,2,1,0,16121,"rid:2713:delayed"
2533,2,1,0,17611,"rid:2533:delayed"
2875,2,1,0,15181,"rid:2875:delayed"
2322,2,1,0,19052,"rid:2322:delayed"
2918,2,1,0,14977,"rid:2918:delayed"
2931,2,1,0,14876,"rid:2931:delayed"
2779,2,1,0,15734,"rid:2779:delayed"
2453,2,1,0,19023,"rid:2453:delayed"
2461,2,1,0,18992,"rid:2461:delayed"
2958,2,1,0,15503,"rid:2958:delayed"
2806,2,1,0,16406,"rid:2806:delayed"
2632,2,1,0,17559,"rid:2632:delayed"
2971,2,1,0,15446,"rid:2971:delayed"
2483,2,1,0,18842,"rid:2483:delayed"
2486,2,1,0,18827,"rid:2486:delayed"
2491,2,1,0,18805,"rid:2491:delayed"
2675,2,1,0,17305,"rid:2675:delayed"
2998,2,1,0,15309,"rid:2998:delayed"
2496,2,1,0,18785,"rid:2496:delayed"
2282,2,1,0,20051,"rid:2282:delayed"
2869,2,1,0,16038,"rid:2869:delayed"
2410,2,1,0,19291,"rid:2410:delayed"
2725,2,1,0,16860,"rid:2725:delayed"
2312,2,1,0,19921,"rid:2312:delayed"
2885,2,1,0,15914,"rid:2885:delayed"
2552,2,1,0,18267,"rid:2552:delayed"
2419,2,1,0,19254,"rid:2419:delayed"
3084,3,1,0,14725,"rid:3084:delayed"
3095,3,1,0,14663,"rid:3095:delayed"
3099,3,1,0,14608,"rid:3099:delayed"
3138,3,1,0,14254,"rid:3138:delayed"
3108,3,1,0,14514,"rid:3108:delayed"
3035,3,1,0,15046,"rid:3035:delayed"
3149,3,1,0,14200,"rid:3149:delayed"
3043,3,1,0,14977,"rid:3043:delayed"
3174,3,1,0,14072,"rid:3174:delayed"
3187,3,1,0,13974,"rid:3187:delayed"
3197,3,1,0,13890,"rid:3197:delayed"
3006,3,1,0,15270,"rid:3006:delayed"
3238,3,1,0,13642,"rid:3238:delayed"
3040,3,1,0,14997,"rid:3040:delayed"
3165,3,1,0,14116,"rid:3165:delayed"
3261,3,1,0,13493,"rid:3261:delayed"
3262,3,1,0,13490,"rid:3262:delayed"
3283,3,1,0,13399,"rid:3283:delayed"
3284,3,1,0,13395,"rid:3284:delayed"
3131,3,1,0,14327,"rid:3131:delayed"
3020,3,1,0,15161,"rid:3020:delayed"
3252,3,1,0,13530,"rid:3252:delayed"
3045,3,1,0,14962,"rid:3045:delayed"
3171,3,1,0,14097,"rid:3171:delayed"
3267,3,1,0,13479,"rid:3267:delayed"
3288,3,1,0,13379,"rid:3288:delayed"
3209,3,1,0,13846,"rid:3209:delayed"
3070,3,1,0,14845,"rid:3070:delayed"
3217,3,1,0,13806,"rid:3217:delayed"
3305,3,0,0,13230,"rid:3305:immediate"
3308,3,0,0,13210,"rid:3308:immediate"
3310,3,0,0,13200,"rid:3310:immediate"
3313,3,0,0,13166,"rid:3313:immediate"
3315,3,0,0,13153,"rid:3315:immediate"
3316,3,0,0,13148,"rid:3316:immediate"
3326,3,0,0,13098,"rid:3326:immediate"
3329,3,0,0,12957,"rid:3329:immediate"
3331,3,0,0,12947,"rid:3331:immediate"
3334,3,0,0,12933,"rid:3334:immediate"
3335,3,0,0,12929,"rid:3335:immediate"
3338,3,0,0,12916,"rid:3338:immediate"
3340,3,0,0,12903,"rid:3340:immediate"
2750,2,1,0,16733,"rid:2750:delayed"
3342,3,0,0,12896,"rid:3342:immediate"
3343,3,0,0,12892,"rid:3343:immediate"
2432,2,1,0,19194,"rid:2432:delayed"
3346,3,0,0,12880,"rid:3346:immediate"
2579,2,1,0,18161,"rid:2579:delayed"
3347,3,0,0,12876,"rid:3347:immediate"
2762,2,1,0,16682,"rid:2762:delayed"
3348,3,0,0,12874,"rid:3348:immediate"
2919,2,1,0,15829,"rid:2919:delayed"
3350,3,0,0,12866,"rid:3350:immediate"
2925,2,1,0,15791,"rid:2925:delayed"
3351,3,0,0,12863,"rid:3351:immediate"
2444,2,1,0,19130,"rid:2444:delayed"
3352,3,0,0,12859,"rid:3352:immediate"
3353,3,0,0,12855,"rid:3353:immediate"
3354,3,0,0,12850,"rid:3354:immediate"
3355,3,0,0,12847,"rid:3355:immediate"
3357,3,0,0,12839,"rid:3357:immediate"
3358,3,0,0,12835,"rid:3358:immediate"
3359,3,0,0,12830,"rid:3359:immediate"
3360,3,0,0,12826,"rid:3360:immediate"
3362,3,0,0,12817,"rid:3362:immediate"
3363,3,0,0,12813,"rid:3363:immediate"
3364,3,0,0,12809,"rid:3364:immediate"
3365,3,0,0,12804,"rid:3365:immediate"
3367,3,0,0,12796,"rid:3367:immediate"
3372,3,0,0,12773,"rid:3372:immediate"
3374,3,0,0,12764,"rid:3374:immediate"
3377,3,0,0,12749,"rid:3377:immediate"
3378,3,0,0,12743,"rid:3378:immediate"
3379,3,0,0,12739,"rid:3379:immediate"
3380,3,0,0,12735,"rid:3380:immediate"
3381,3,0,0,12730,"rid:3381:immediate"
3388,3,0,0,12698,"rid:3388:immediate"
3389,3,0,0,12659,"rid:3389:immediate"
3390,3,0,0,12653,"rid:3390:immediate"
3391,3,0,0,12648,"rid:3391:immediate"
3393,3,0,0,12639,"rid:3393:immediate"
3395,3,0,0,12630,"rid:3395:immediate"
3396,3,0,0,12626,"rid:3396:immediate"
3399,3,0,0,12613,"rid:3399:immediate"
3401,3,0,0,12603,"rid:3401:immediate"
3402,3,0,0,12598,"rid:3402:immediate"
3403,3,0,0,12606,"rid:3403:immediate"
3408,3,0,0,12580,"rid:3408:immediate"
3411,3,0,0,12568,"rid:3411:immediate"
3415,3,0,0,12552,"rid:3415:immediate"
3421,3,0,0,12522,"rid:3421:immediate"
3423,3,0,0,12504,"rid:3423:immediate"
3426,3,0,0,12490,"rid:3426:immediate"
3428,3,0,0,12481,"rid:3428:immediate"
3430,3,0,0,12474,"rid:3430:immediate"
3431,3,0,0,12465,"rid:3431:immediate"
3434,3,0,0,12398,"rid:3434:immediate"
3435,3,0,0,12392,"rid:3435:immediate"
3437,3,0,0,12380,"rid:3437:immediate"
3438,3,0,0,12375,"rid:3438:immediate"
3441,3,0,0,12361,"rid:3441:immediate"
3443,3,0,0,12349,"rid:3443:immediate"
3446,3,0,0,12334,"rid:3446:immediate"
3447,3,0,0,12329,"rid:3447:immediate"
3448,3,0,0,12325,"rid:3448:immediate"
3449,3,0,0,12320,"rid:3449:immediate"
3451,3,0,0,12311,"rid:3451:immediate"
3453,3,0,0,12299,"rid:3453:immediate"
3454,3,0,0,12295,"rid:3454:immediate"
3457,3,0,0,12260,"rid:3457:immediate"
3460,3,0,0,12237,"rid:3460:immediate"
3470,3,0,0,12409,"rid:3470:immediate"
3471,3,0,0,12406,"rid:3471:immediate"
3474,3,0,0,12392,"rid:3474:immediate"
3477,3,0,0,12380,"rid:3477:immediate"
3482,3,0,0,12357,"rid:3482:immediate"
3488,3,0,0,12330,"rid:3488:immediate"
3494,3,0,0,12300,"rid:3494:immediate"
3496,3,0,0,12292,"rid:3496:immediate"
3499,3,0,0,12239,"rid:3499:immediate"
3500,3,0,0,12233,"rid:3500:immediate"
3501,3,0,0,12228,"rid:3501:immediate"
3504,3,0,0,12213,"rid:3504:immediate"
3505,3,0,0,12209,"rid:3505:immediate"
3506,3,0,0,12203,"rid:3506:immediate"
2786,2,1,0,16850,"rid:2786:delayed"
3508,3,0,0,12194,"rid:3508:immediate"
3510,3,0,0,12186,"rid:3510:immediate"
2613,2,1,0,18014,"rid:2613:delayed"
3512,3,0,0,12178,"rid:3512:immediate"
2800,2,1,0,16788,"rid:2800:delayed"
3513,3,0,0,12175,"rid:3513:immediate"
2360,2,1,0,20025,"rid:2360:delayed"
3514,3,0,0,12151,"rid:3514:immediate"
3515,3,0,0,12145,"rid:3515:immediate"
3516,3,0,0,12139,"rid:3516:immediate"
3518,3,0,0,12130,"rid:3518:immediate"
3522,3,0,0,12022,"rid:3522:immediate"
3525,3,0,0,12005,"rid:3525:immediate"
3527,3,0,0,11997,"rid:3527:immediate"
3528,3,0,0,11993,"rid:3528:immediate"
3530,3,0,0,11983,"rid:3530:immediate"
2623,2,1,0,17969,"rid:2623:delayed"
3531,3,0,0,11979,"rid:3531:immediate"
2366,2,1,0,20006,"rid:2366:delayed"
3533,3,0,0,11972,"rid:3533:immediate"
3537,3,0,0,11951,"rid:3537:immediate"
3541,3,0,0,11934,"rid:3541:immediate"
3542,3,0,0,11930,"rid:3542:immediate"
3543,3,0,0,11925,"rid:3543:immediate"
3545,3,0,0,11917,"rid:3545:immediate"
3552,3,0,0,11886,"rid:3552:immediate"
3553,3,0,0,11881,"rid:3553:immediate"
3554,3,0,0,11877,"rid:3554:immediate"
3564,3,0,0,11779,"rid:3564:immediate"
3572,3,0,0,11747,"rid:3572:immediate"
3573,3,0,0,11744,"rid:3573:immediate"
3574,3,0,0,11741,"rid:3574:immediate"
3581,3,0,0,11714,"rid:3581:immediate"
3582,3,0,0,11711,"rid:3582:immediate"
3585,3,0,0,11698,"rid:3585:immediate"
3586,3,0,0,11695,"rid:3586:immediate"
3588,3,0,0,11688,"rid:3588:immediate"
3589,3,0,0,11684,"rid:3589:immediate"
3596,3,0,0,11652,"rid:3596:immediate"
3597,3,0,0,11649,"rid:3597:immediate"
3602,3,0,0,11627,"rid:3602:immediate"
3604,3,0,0,11620,"rid:3604:immediate"
3606,3,0,0,11612,"rid:3606:immediate"
3608,3,0,0,11602,"rid:3608:immediate"
3610,3,0,0,11595,"rid:3610:immediate"
3611,3,0,0,11590,"rid:3611:immediate"
3612,3,0,0,11552,"rid:3612:immediate"
3614,3,0,0,11542,"rid:3614:immediate"
3616,3,0,0,11532,"rid:3616:immediate"
3624,3,0,0,11478,"rid:3624:immediate"
3627,3,0,0,11440,"rid:3627:immediate"
3628,3,0,0,11435,"rid:3628:immediate"
3629,3,0,0,11430,"rid:3629:immediate"
3630,3,0,0,11427,"rid:3630:immediate"
3633,3,0,0,11404,"rid:3633:immediate"
3635,3,0,0,11379,"rid:3635:immediate"
3637,3,0,0,11370,"rid:3637:immediate"
3638,3,0,0,11365,"rid:3638:immediate"
3640,3,0,0,11351,"rid:3640:immediate"
3641,3,0,0,11344,"rid:3641:immediate"
3642,3,0,0,11339,"rid:3642:immediate"
3645,3,0,0,11328,"rid:3645:immediate"
3646,3,0,0,11324,"rid:3646:immediate"
3652,3,0,0,11299,"rid:3652:immediate"
2821,2,1,0,16742,"rid:2821:delayed"
3654,3,0,0,11298,"rid:3654:immediate"
2662,2,1,0,17787,"rid:2662:delayed"
3655,3,0,0,11295,"rid:3655:immediate"
3659,3,0,0,11276,"rid:3659:immediate"
3660,3,0,0,11273,"rid:3660:immediate"
3663,3,0,0,11260,"rid:3663:immediate"
3664,3,0,0,11257,"rid:3664:immediate"
3670,3,0,0,11230,"rid:3670:immediate"
3671,3,0,0,11861,"rid:3671:immediate"
3672,3,0,0,11862,"rid:3672:immediate"
3673,3,0,0,11865,"rid:3673:immediate"
3674,3,0,0,11864,"rid:3674:immediate"
3677,3,0,0,11853,"rid:3677:immediate"
3678,3,0,0,11853,"rid:3678:immediate"
3681,3,0,0,11843,"rid:3681:immediate"
3682,3,0,0,11841,"rid:3682:immediate"
3688,3,0,0,11815,"rid:3688:immediate"
3692,3,0,0,11802,"rid:3692:immediate"
3694,3,0,0,11795,"rid:3694:immediate"
3695,3,0,0,11794,"rid:3695:immediate"
3696,3,0,0,11793,"rid:3696:immediate"
3697,3,0,0,11791,"rid:3697:immediate"
3698,3,0,0,11789,"rid:3698:immediate"
3699,3,0,0,11787,"rid:3699:immediate"
3700,3,0,0,11786,"rid:3700:immediate"
3703,3,0,0,11776,"rid:3703:immediate"
3706,3,0,0,11767,"rid:3706:immediate"
3708,3,0,0,11761,"rid:3708:immediate"
3710,3,0,0,11757,"rid:3710:immediate"
3711,3,0,0,11753,"rid:3711:immediate"
3714,3,0,0,11748,"rid:3714:immediate"
3715,3,0,0,11745,"rid:3715:immediate"
3716,3,0,0,11741,"rid:3716:immediate"
3724,3,0,0,11710,"rid:3724:immediate"
3726,3,0,0,11701,"rid:3726:immediate"
3727,3,0,0,11698,"rid:3727:immediate"
3730,3,0,0,11686,"rid:3730:immediate"
3731,3,0,0,11682,"rid:3731:immediate"
3732,3,0,0,11679,"rid:3732:immediate"
3733,3,0,0,11676,"rid:3733:immediate"
3736,3,0,0,11586,"rid:3736:immediate"
3737,3,0,0,11582,"rid:3737:immediate"
3739,3,0,0,11575,"rid:3739:immediate"
3740,3,0,0,11567,"rid:3740:immediate"
3743,3,0,0,11549,"rid:3743:immediate"
3750,3,0,0,11494,"rid:3750:immediate"
3751,3,0,0,11490,"rid:3751:immediate"
3752,3,0,0,11487,"rid:3752:immediate"
3754,3,0,0,11478,"rid:3754:immediate"
3755,3,0,0,11474,"rid:3755:immediate"
3756,3,0,0,11471,"rid:3756:immediate"
3758,3,0,0,11464,"rid:3758:immediate"
3761,3,0,0,11450,"rid:3761:immediate"
3766,3,0,0,11421,"rid:3766:immediate"
3767,3,0,0,11415,"rid:3767:immediate"
3770,3,0,0,11398,"rid:3770:immediate"
3771,3,0,0,11392,"rid:3771:immediate"
3773,3,0,0,11381,"rid:3773:immediate"
3776,3,0,0,11363,"rid:3776:immediate"
3779,3,0,0,11351,"rid:3779:immediate"
3782,3,0,0,11339,"rid:3782:immediate"
3783,3,0,0,11335,"rid:3783:immediate"
3784,3,0,0,11332,"rid:3784:immediate"
3787,3,0,0,11323,"rid:3787:immediate"
3788,3,0,0,11316,"rid:3788:immediate"
3790,3,0,0,11311,"rid:3790:immediate"
2999,2,1,0,16463,"rid:2999:delayed"
3791,3,0,0,11308,"rid:3791:immediate"
3792,3,0,0,11305,"rid:3792:immediate"
2695,2,1,0,18237,"rid:2695:delayed"
3795,3,0,0,11294,"rid:3795:immediate"
3796,3,0,0,11289,"rid:3796:immediate"
3798,3,0,0,11277,"rid:3798:immediate"
3802,3,0,0,11258,"rid:3802:immediate"
3806,3,0,0,11241,"rid:3806:immediate"
3809,3,0,0,11229,"rid:3809:immediate"
3811,3,0,0,11217,"rid:3811:immediate"
3813,3,0,0,11202,"rid:3813:immediate"
3816,3,0,0,11186,"rid:3816:immediate"
2543,2,1,0,19465,"rid:2543:delayed"
2730,2,1,0,17991,"rid:2730:delayed"
2899,2,1,0,17020,"rid:2899:delayed"
2420,2,1,0,20405,"rid:2420:delayed"
2745,2,1,0,17881,"rid:2745:delayed"
2575,2,1,0,19309,"rid:2575:delayed"
2924,2,1,0,16913,"rid:2924:delayed"
2592,2,1,0,19064,"rid:2592:delayed"
2937,2,1,0,16771,"rid:2937:delayed"
2605,2,1,0,18933,"rid:2605:delayed"
2627,2,1,0,18766,"rid:2627:delayed"
2629,2,1,0,18756,"rid:2629:delayed"
2637,2,1,0,18701,"rid:2637:delayed"
2654,2,1,0,18594,"rid:2654:delayed"
2690,2,1,0,18279,"rid:2690:delayed"
2691,2,1,0,18275,"rid:2691:delayed"
2881,2,1,0,17117,"rid:2881:delayed"
2549,2,1,0,19457,"rid:2549:delayed"
2551,2,1,0,19449,"rid:2551:delayed"
2897,2,1,0,17042,"rid:2897:delayed"
2570,2,1,0,19352,"rid:2570:delayed"
2618,2,1,0,18823,"rid:2618:delayed"
2801,2,1,0,17621,"rid:2801:delayed"
2808,2,1,0,17589,"rid:2808:delayed"
2812,2,1,0,17566,"rid:2812:delayed"
2647,2,1,0,18637,"rid:2647:delayed"
2679,2,1,0,18473,"rid:2679:delayed"
2699,2,1,0,18244,"rid:2699:delayed"
2873,2,1,0,17209,"rid:2873:delayed"
3303,3,1,0,14459,"rid:3303:delayed"
3228,3,1,0,14875,"rid:3228:delayed"
3312,3,1,0,14326,"rid:3312:delayed"
3327,3,1,0,14246,"rid:3327:delayed"
3106,3,1,0,15732,"rid:3106:delayed"
3255,3,1,0,14684,"rid:3255:delayed"
3146,3,1,0,15398,"rid:3146:delayed"
3385,3,1,0,13836,"rid:3385:delayed"
3059,3,1,0,16064,"rid:3059:delayed"
3429,3,1,0,13578,"rid:3429:delayed"
3127,3,1,0,15518,"rid:3127:delayed"
3231,3,1,0,14863,"rid:3231:delayed"
3021,3,1,0,16327,"rid:3021:delayed"
3325,3,1,0,14263,"rid:3325:delayed"
3104,3,1,0,15754,"rid:3104:delayed"
3462,3,1,0,13321,"rid:3462:delayed"
3258,3,1,0,14680,"rid:3258:delayed"
3266,3,1,0,14653,"rid:3266:delayed"
3498,3,1,0,13145,"rid:3498:delayed"
3182,3,1,0,15180,"rid:3182:delayed"
3184,3,1,0,15171,"rid:3184:delayed"
3282,3,1,0,14583,"rid:3282:delayed"
3191,3,1,0,15140,"rid:3191:delayed"
3404,3,1,0,13717,"rid:3404:delayed"
3299,3,1,0,14497,"rid:3299:delayed"
3219,3,1,0,14971,"rid:3219:delayed"
3412,3,1,0,13679,"rid:3412:delayed"
3569,3,1,0,12576,"rid:3569:delayed"
3579,3,1,0,12536,"rid:3579:delayed"
3235,3,1,0,14842,"rid:3235:delayed"
3587,3,1,0,12503,"rid:3587:delayed"
3241,3,1,0,14806,"rid:3241:delayed"
3598,3,1,0,12456,"rid:3598:delayed"
3139,3,1,0,15447,"rid:3139:delayed"
3483,3,1,0,13229,"rid:3483:delayed"
3485,3,1,0,13221,"rid:3485:delayed"
3487,3,1,0,13212,"rid:3487:delayed"
3268,3,1,0,14660,"rid:3268:delayed"
3273,3,1,0,14641,"rid:3273:delayed"
3276,3,1,0,14625,"rid:3276:delayed"
3280,3,1,0,14607,"rid:3280:delayed"
3657,3,1,0,12072,"rid:3657:delayed"
3201,3,1,0,15069,"rid:3201:delayed"
3387,3,1,0,13851,"rid:3387:delayed"
3207,3,1,0,15042,"rid:3207:delayed"
3532,3,1,0,12840,"rid:3532:delayed"
3416,3,1,0,13675,"rid:3416:delayed"
2883,2,1,0,17152,"rid:2883:delayed"
3224,3,1,0,14944,"rid:3224:delayed"
2728,2,1,0,18056,"rid:2728:delayed"
3575,3,1,0,12567,"rid:3575:delayed"
2886,2,1,0,17128,"rid:2886:delayed"
3720,3,1,0,11815,"rid:3720:delayed"
3445,3,1,0,13464,"rid:3445:delayed"
3098,3,1,0,15864,"rid:3098:delayed"
3025,3,1,0,16338,"rid:3025:delayed"
3748,3,1,0,11590,"rid:3748:delayed"
3625,3,1,0,12294,"rid:3625:delayed"
3626,3,1,0,12266,"rid:3626:delayed"
3155,3,1,0,15389,"rid:3155:delayed"
3631,3,1,0,12241,"rid:3631:delayed"
3260,3,1,0,14703,"rid:3260:delayed"
3775,3,1,0,11449,"rid:3775:delayed"
3344,3,1,0,14074,"rid:3344:delayed"
3639,3,1,0,12179,"rid:3639:delayed"
3643,3,1,0,12152,"rid:3643:delayed"
3651,3,1,0,12119,"rid:3651:delayed"
3183,3,1,0,15207,"rid:3183:delayed"
3366,3,1,0,13971,"rid:3366:delayed"
3658,3,1,0,12087,"rid:3658:delayed"
3369,3,1,0,13958,"rid:3369:delayed"
3188,3,1,0,15186,"rid:3188:delayed"
3376,3,1,0,13925,"rid:3376:delayed"
3804,3,1,0,11326,"rid:3804:delayed"
3665,3,1,0,12061,"rid:3665:delayed"
3526,3,1,0,12889,"rid:3526:delayed"
3675,3,1,0,12021,"rid:3675:delayed"
3204,3,1,0,15078,"rid:3204:delayed"
3680,3,1,0,11999,"rid:3680:delayed"
3691,3,1,0,11952,"rid:3691:delayed"
3538,3,1,0,12832,"rid:3538:delayed"
3540,3,1,0,12824,"rid:3540:delayed"
3701,3,1,0,11913,"rid:3701:delayed"
3558,3,1,0,12742,"rid:3558:delayed"
3419,3,1,0,13686,"rid:3419:delayed"
3728,3,1,0,11805,"rid:3728:delayed"
3306,3,1,0,14437,"rid:3306:delayed"
3322,3,1,0,14329,"rid:3322:delayed"
3250,3,1,0,14756,"rid:3250:delayed"
3251,3,1,0,14753,"rid:3251:delayed"
3463,3,1,0,13364,"rid:3463:delayed"
3618,3,1,0,12364,"rid:3618:delayed"
3769,3,1,0,11507,"rid:3769:delayed"
3636,3,1,0,12211,"rid:3636:delayed"
3345,3,1,0,14088,"rid:3345:delayed"
3492,3,1,0,13224,"rid:3492:delayed"
3361,3,1,0,14013,"rid:3361:delayed"
3290,3,1,0,14591,"rid:3290:delayed"
3805,3,1,0,11338,"rid:3805:delayed"
3521,3,1,0,12931,"rid:3521:delayed"
3818,3,0,0,11266,"rid:3818:immediate"
3819,3,0,0,11258,"rid:3819:immediate"
3827,3,0,0,11210,"rid:3827:immediate"
3828,3,0,0,11206,"rid:3828:immediate"
3830,3,0,0,11191,"rid:3830:immediate"
3831,3,0,0,11185,"rid:3831:immediate"
3835,3,0,0,11163,"rid:3835:immediate"
3836,3,0,0,11158,"rid:3836:immediate"
3840,3,0,0,11139,"rid:3840:immediate"
