rid,node,behavior,code,lat_us,reply
3843,3,0,0,11126,"rid:3843:immediate"
3847,3,0,0,11115,"rid:3847:immediate"
3849,3,0,0,11108,"rid:3849:immediate"
3851,3,0,0,11099,"rid:3851:immediate"
3854,3,0,0,11088,"rid:3854:immediate"
3855,3,0,0,11085,"rid:3855:immediate"
3856,3,0,0,11081,"rid:3856:immediate"
3857,3,0,0,11074,"rid:3857:immediate"
3858,3,0,0,11070,"rid:3858:immediate"
3862,3,0,0,11053,"rid:3862:immediate"
3863,3,0,0,11050,"rid:3863:immediate"
3865,3,0,0,11042,"rid:3865:immediate"
2904,2,1,0,17107,"rid:2904:delayed"
3866,3,0,0,11472,"rid:3866:immediate"
3868,3,0,0,11465,"rid:3868:immediate"
3869,3,0,0,11462,"rid:3869:immediate"
3872,3,0,0,11447,"rid:3872:immediate"
3873,3,0,0,11444,"rid:3873:immediate"
3874,3,0,0,11441,"rid:3874:immediate"
3878,3,0,0,11423,"rid:3878:immediate"
3883,3,0,0,11399,"rid:3883:immediate"
3884,3,0,0,11395,"rid:3884:immediate"
3892,3,0,0,11358,"rid:3892:immediate"
3893,3,0,0,11353,"rid:3893:immediate"
3900,3,0,0,11322,"rid:3900:immediate"
3904,3,0,0,11300,"rid:3904:immediate"
3905,3,0,0,11297,"rid:3905:immediate"
3906,3,0,0,11292,"rid:3906:immediate"
3907,3,0,0,11288,"rid:3907:immediate"
3910,3,0,0,11275,"rid:3910:immediate"
3914,3,0,0,11265,"rid:3914:immediate"
3916,3,0,0,11249,"rid:3916:immediate"
3918,3,0,0,11139,"rid:3918:immediate"
3919,3,0,0,11137,"rid:3919:immediate"
3920,3,0,0,11134,"rid:3920:immediate"
3921,3,0,0,11131,"rid:3921:immediate"
3925,3,0,0,11115,"rid:3925:immediate"
3933,3,0,0,11069,"rid:3933:immediate"
3938,3,0,0,11041,"rid:3938:immediate"
3942,3,0,0,11026,"rid:3942:immediate"
3943,3,0,0,11025,"rid:3943:immediate"
3944,3,0,0,11023,"rid:3944:immediate"
3945,3,0,0,11021,"rid:3945:immediate"
3947,3,0,0,11015,"rid:3947:immediate"
3948,3,0,0,11013,"rid:3948:immediate"
3952,3,0,0,10997,"rid:3952:immediate"
3953,3,0,0,10995,"rid:3953:immediate"
3954,3,0,0,10993,"rid:3954:immediate"
3955,3,0,0,10993,"rid:3955:immediate"
3957,3,0,0,10995,"rid:3957:immediate"
3960,3,0,0,10984,"rid:3960:immediate"
3961,3,0,0,10983,"rid:3961:immediate"
3964,3,0,0,10969,"rid:3964:immediate"
3966,3,0,0,10962,"rid:3966:immediate"
3967,3,0,0,10959,"rid:3967:immediate"
3970,3,0,0,10947,"rid:3970:immediate"
3971,3,0,0,10945,"rid:3971:immediate"
3973,3,0,0,10937,"rid:3973:immediate"
3975,3,0,0,10930,"rid:3975:immediate"
3977,3,0,0,10922,"rid:3977:immediate"
3979,3,0,0,10913,"rid:3979:immediate"
3982,3,0,0,10901,"rid:3982:immediate"
3985,3,0,0,10889,"rid:3985:immediate"
3990,3,0,0,10864,"rid:3990:immediate"
3991,3,0,0,10861,"rid:3991:immediate"
3994,3,0,0,10850,"rid:3994:immediate"
3995,3,0,0,10845,"rid:3995:immediate"
3997,3,0,0,10828,"rid:3997:immediate"
3998,3,0,0,10834,"rid:3998:immediate"
2788,2,1,0,18339,"rid:2788:delayed"
2954,2,1,0,17372,"rid:2954:delayed"
3524,3,1,0,13501,"rid:3524:delayed"
2842,2,1,0,18014,"rid:2842:delayed"
3676,3,1,0,12619,"rid:3676:delayed"
3689,3,1,0,12563,"rid:3689:delayed"
2707,2,1,0,18860,"rid:2707:delayed"
3535,3,1,0,13453,"rid:3535:delayed"
3294,3,1,0,15164,"rid:3294:delayed"
3709,3,1,0,12485,"rid:3709:delayed"
3082,3,1,0,16575,"rid:3082:delayed"
3717,3,1,0,12453,"rid:3717:delayed"
3718,3,1,0,12449,"rid:3718:delayed"
3085,3,1,0,16563,"rid:3085:delayed"
3577,3,1,0,13187,"rid:3577:delayed"
3721,3,1,0,12438,"rid:3721:delayed"
3725,3,1,0,12423,"rid:3725:delayed"
3128,3,1,0,16169,"rid:3128:delayed"
3742,3,1,0,12265,"rid:3742:delayed"
3022,3,1,0,16979,"rid:3022:delayed"
3105,3,1,0,16400,"rid:3105:delayed"
3613,3,1,0,12996,"rid:3613:delayed"
3147,3,1,0,16057,"rid:3147:delayed"
3621,3,1,0,12950,"rid:3621:delayed"
3163,3,1,0,15958,"rid:3163:delayed"
3864,3,1,0,11632,"rid:3864:delayed"
3170,3,1,0,15931,"rid:3170:delayed"
3277,3,1,0,15264,"rid:3277:delayed"
3879,3,1,0,11564,"rid:3879:delayed"
3794,3,1,0,12001,"rid:3794:delayed"
3653,3,1,0,12738,"rid:3653:delayed"
3194,3,1,0,15747,"rid:3194:delayed"
3202,3,1,0,15709,"rid:3202:delayed"
3917,3,1,0,11377,"rid:3917:delayed"
3547,3,1,0,13412,"rid:3547:delayed"
3301,3,1,0,15147,"rid:3301:delayed"
3555,3,1,0,13377,"rid:3555:delayed"
3707,3,1,0,12511,"rid:3707:delayed"
3080,3,1,0,16633,"rid:3080:delayed"
3232,3,1,0,15515,"rid:3232:delayed"
3594,3,1,0,13130,"rid:3594:delayed"
3324,3,1,0,14939,"rid:3324:delayed"
3103,3,1,0,16431,"rid:3103:delayed"
3747,3,1,0,12237,"rid:3747:delayed"
3978,3,1,0,10977,"rid:3978:delayed"
3842,3,1,0,11740,"rid:3842:delayed"
3850,3,1,0,11709,"rid:3850:delayed"
3634,3,1,0,12856,"rid:3634:delayed"
3271,3,1,0,15306,"rid:3271:delayed"
3880,3,1,0,11574,"rid:3880:delayed"
3507,3,1,0,13731,"rid:3507:delayed"
3799,3,1,0,11986,"rid:3799:delayed"
3890,3,1,0,11528,"rid:3890:delayed"
3286,3,1,0,15237,"rid:3286:delayed"
3192,3,1,0,15810,"rid:3192:delayed"
3667,3,1,0,12691,"rid:3667:delayed"
3812,3,1,0,11926,"rid:3812:delayed"
3400,3,1,0,14411,"rid:3400:delayed"
3548,3,1,0,13424,"rid:3548:delayed"
3566,3,1,0,13262,"rid:3566:delayed"
3120,3,1,0,16240,"rid:3120:delayed"
3941,3,1,0,11161,"rid:3941:delayed"
3433,3,1,0,14239,"rid:3433:delayed"
2874,2,1,0,17889,"rid:2874:delayed"
2733,2,1,0,18662,"rid:2733:delayed"
3590,3,1,0,13164,"rid:3590:delayed"
3318,3,1,0,14988,"rid:3318:delayed"
3452,3,1,0,14090,"rid:3452:delayed"
3145,3,1,0,16097,"rid:3145:delayed"
3332,3,1,0,14790,"rid:3332:delayed"
3760,3,1,0,12197,"rid:3760:delayed"
3341,3,1,0,14745,"rid:3341:delayed"
3877,3,1,0,11604,"rid:3877:delayed"
3177,3,1,0,15919,"rid:3177:delayed"
3650,3,1,0,12782,"rid:3650:delayed"
3503,3,1,0,13770,"rid:3503:delayed"
3801,3,1,0,11994,"rid:3801:delayed"
3661,3,1,0,12733,"rid:3661:delayed"
3523,3,1,0,13563,"rid:3523:delayed"
2804,2,1,0,18324,"rid:2804:delayed"
3413,3,1,0,14368,"rid:3413:delayed"
2977,2,1,0,17324,"rid:2977:delayed"
2813,2,1,0,18279,"rid:2813:delayed"
2987,2,1,0,17263,"rid:2987:delayed"
3583,3,1,0,13213,"rid:3583:delayed"
3950,3,1,0,11143,"rid:3950:delayed"
3741,3,1,0,12320,"rid:3741:delayed"
3601,3,1,0,13137,"rid:3601:delayed"
3607,3,1,0,13109,"rid:3607:delayed"
3838,3,1,0,11795,"rid:3838:delayed"
3841,3,1,0,11782,"rid:3841:delayed"
3845,3,1,0,11765,"rid:3845:delayed"
3846,3,1,0,11761,"rid:3846:delayed"
3986,3,1,0,10976,"rid:3986:delayed"
2902,2,1,0,17749,"rid:2902:delayed"
3987,3,1,0,10973,"rid:3987:delayed"
3763,3,1,0,12203,"rid:3763:delayed"
3764,3,1,0,12197,"rid:3764:delayed"
3481,3,1,0,13938,"rid:3481:delayed"
3999,3,1,0,10901,"rid:3999:delayed"
3270,3,1,0,15350,"rid:3270:delayed"
3785,3,1,0,12090,"rid:3785:delayed"
3495,3,1,0,13873,"rid:3495:delayed"
2910,2,1,0,17727,"rid:2910:delayed"
3509,3,1,0,13761,"rid:3509:delayed"
2943,2,1,0,17490,"rid:2943:delayed"
3803,3,1,0,12010,"rid:3803:delayed"
3897,3,1,0,11537,"rid:3897:delayed"
3898,3,1,0,11534,"rid:3898:delayed"
3908,3,1,0,11482,"rid:3908:delayed"
2952,2,1,0,17458,"rid:2952:delayed"
2972,2,1,0,17368,"rid:2972:delayed"
3398,3,1,0,14461,"rid:3398:delayed"
3544,3,1,0,13484,"rid:3544:delayed"
3705,3,1,0,12576,"rid:3705:delayed"
3559,3,1,0,13417,"rid:3559:delayed"
3927,3,1,0,11283,"rid:3927:delayed"
3712,3,1,0,12548,"rid:3712:delayed"
3422,3,1,0,14349,"rid:3422:delayed"
2982,2,1,0,17325,"rid:2982:delayed"
2985,2,1,0,17297,"rid:2985:delayed"
3719,3,1,0,12528,"rid:3719:delayed"
3817,3,1,0,11949,"rid:3817:delayed"
3442,3,1,0,14187,"rid:3442:delayed"
3744,3,1,0,12338,"rid:3744:delayed"
3745,3,1,0,12521,"rid:3745:delayed"
3456,3,1,0,14299,"rid:3456:delayed"
3330,3,1,0,15051,"rid:3330:delayed"
3617,3,1,0,13259,"rid:3617:delayed"
3467,3,1,0,14233,"rid:3467:delayed"
3475,3,1,0,14194,"rid:3475:delayed"
3853,3,1,0,11965,"rid:3853:delayed"
3993,3,1,0,11171,"rid:3993:delayed"
3484,3,1,0,14154,"rid:3484:delayed"
3887,3,1,0,11808,"rid:3887:delayed"
3800,3,1,0,12248,"rid:3800:delayed"
3891,3,1,0,11791,"rid:3891:delayed"
3392,3,1,0,14715,"rid:3392:delayed"
3693,3,1,0,12846,"rid:3693:delayed"
3580,3,1,0,13469,"rid:3580:delayed"
3432,3,1,0,14510,"rid:3432:delayed"
3584,3,1,0,13453,"rid:3584:delayed"
3307,3,1,0,15332,"rid:3307:delayed"
3823,3,1,0,12127,"rid:3823:delayed"
3956,3,1,0,11362,"rid:3956:delayed"
3323,3,1,0,15226,"rid:3323:delayed"
3455,3,1,0,14335,"rid:3455:delayed"
3972,3,1,0,11287,"rid:3972:delayed"
3459,3,1,0,14294,"rid:3459:delayed"
3333,3,1,0,15048,"rid:3333:delayed"
3349,3,1,0,14971,"rid:3349:delayed"
3797,3,1,0,12275,"rid:3797:delayed"
3885,3,1,0,11829,"rid:3885:delayed"
3808,3,1,0,12226,"rid:3808:delayed"
3405,3,1,0,14661,"rid:3405:delayed"
3409,3,1,0,14641,"rid:3409:delayed"
3410,3,1,0,14637,"rid:3410:delayed"
3930,3,1,0,11498,"rid:3930:delayed"
3417,3,1,0,14608,"rid:3417:delayed"
3932,3,1,0,11487,"rid:3932:delayed"
3570,3,1,0,13522,"rid:3570:delayed"
3576,3,1,0,13499,"rid:3576:delayed"
3949,3,1,0,11404,"rid:3949:delayed"
3729,3,1,0,12714,"rid:3729:delayed"
3824,3,1,0,12135,"rid:3824:delayed"
3620,3,1,0,13259,"rid:3620:delayed"
3861,3,1,0,11949,"rid:3861:delayed"
3778,3,1,0,12367,"rid:3778:delayed"
3497,3,1,0,14112,"rid:3497:delayed"
3807,3,1,0,12881,"rid:3807:delayed"
3895,3,1,0,12437,"rid:3895:delayed"
3814,3,1,0,12844,"rid:3814:delayed"
3913,3,1,0,12350,"rid:3913:delayed"
3561,3,1,0,14295,"rid:3561:delayed"
3565,3,1,0,14197,"rid:3565:delayed"
3936,3,1,0,12117,"rid:3936:delayed"
3591,3,1,0,14088,"rid:3591:delayed"
3593,3,1,0,14079,"rid:3593:delayed"
3599,3,1,0,14099,"rid:3599:delayed"
3969,3,1,0,12011,"rid:3969:delayed"
3762,3,1,0,13160,"rid:3762:delayed"
3647,3,1,0,13762,"rid:3647:delayed"
3901,3,1,0,12461,"rid:3901:delayed"
3911,3,1,0,12412,"rid:3911:delayed"
3926,3,1,0,12351,"rid:3926:delayed"
3935,3,1,0,12297,"rid:3935:delayed"
3940,3,1,0,12272,"rid:3940:delayed"
3723,3,1,0,13733,"rid:3723:delayed"
3951,3,1,0,12393,"rid:3951:delayed"
3734,3,1,0,13620,"rid:3734:delayed"
3825,3,1,0,13128,"rid:3825:delayed"
3829,3,1,0,13104,"rid:3829:delayed"
3965,3,1,0,12634,"rid:3965:delayed"
3753,3,1,0,13810,"rid:3753:delayed"
3757,3,1,0,13794,"rid:3757:delayed"
3768,3,1,0,13735,"rid:3768:delayed"
3996,3,1,0,12479,"rid:3996:delayed"
3780,3,1,0,13672,"rid:3780:delayed"
3875,3,1,0,13354,"rid:3875:delayed"
3876,3,1,0,13357,"rid:3876:delayed"
3899,3,1,0,13391,"rid:3899:delayed"
3912,3,1,0,13457,"rid:3912:delayed"
3923,3,1,0,13297,"rid:3923:delayed"
3820,3,1,0,14123,"rid:3820:delayed"
3958,3,1,0,13333,"rid:3958:delayed"
3988,3,1,0,13392,"rid:3988:delayed"
3859,3,1,0,14272,"rid:3859:delayed"
3882,3,1,0,14337,"rid:3882:delayed"
3934,3,1,0,14271,"rid:3934:delayed"
3946,3,1,0,14405,"rid:3946:delayed"
3822,3,1,0,15137,"rid:3822:delayed"
3837,3,1,0,15199,"rid:3837:delayed"
3976,3,1,0,14429,"rid:3976:delayed"
3844,3,1,0,15175,"rid:3844:delayed"
3871,3,1,0,15245,"rid:3871:delayed"
3939,3,1,0,15312,"rid:3939:delayed"
3968,3,1,0,15348,"rid:3968:delayed"
3989,3,1,0,15352,"rid:3989:delayed"
3008,3,2,-1,5936553,
3013,3,2,-1,5936504,
3015,3,2,-1,5936485,
3018,3,2,-1,5936469,
3019,3,2,-1,5936465,
3024,3,2,-1,5936444,
3042,3,2,-1,5936295,
3051,3,2,-1,5936234,
3052,3,2,-1,5936230,
3054,3,2,-1,5936222,
3057,3,2,-1,5936210,
3064,3,2,-1,5936179,
3065,3,2,-1,5936171,
3067,3,2,-1,5936161,
3072,3,2,-1,5936151,
3073,3,2,-1,5936146,
3096,3,2,-1,5935998,
3097,3,2,-1,5936177,
3102,3,2,-1,5936112,
3107,3,2,-1,5936052,
3115,3,2,-1,5935918,
3121,3,2,-1,5935898,
3132,3,2,-1,5935844,
3134,3,2,-1,5935836,
3135,3,2,-1,5935808,
3150,3,2,-1,5935728,
3152,3,2,-1,5935720,
3153,3,2,-1,5935717,
3157,3,2,-1,5935683,
3158,3,2,-1,5935676,
3159,3,2,-1,5935669,
3160,3,2,-1,5935666,
3173,3,2,-1,5935610,
3186,3,2,-1,5935519,
3189,3,2,-1,5935505,
3190,3,2,-1,5935501,
3193,3,2,-1,5935452,
3195,3,2,-1,5935442,
3196,3,2,-1,5935437,
3203,3,2,-1,5935404,
3208,3,2,-1,5935382,
3210,3,2,-1,5935371,
3213,3,2,-1,5935357,
3218,3,2,-1,5935333,
3225,3,2,-1,5935268,
3230,3,2,-1,5935235,
3243,3,2,-1,5935150,
3244,3,2,-1,5935146,
3249,3,2,-1,5935079,
3256,3,2,-1,5935055,
3272,3,2,-1,5934997,
3274,3,2,-1,5934987,
3275,3,2,-1,5934982,
3279,3,2,-1,5934964,
3285,3,2,-1,5934934,
3287,3,2,-1,5934923,
3289,3,2,-1,5934914,
3291,3,2,-1,5934903,
3297,3,2,-1,5934873,
3298,3,2,-1,5934868,
3302,3,2,-1,5934846,
3309,3,2,-1,5934743,
3311,3,2,-1,5934713,
3314,3,2,-1,5934698,
3317,3,2,-1,5934680,
3319,3,2,-1,5934673,
3320,3,2,-1,5934670,
3321,3,2,-1,5934666,
3328,3,2,-1,5934503,
3336,3,2,-1,5934462,
3337,3,2,-1,5934458,
3339,3,2,-1,5934448,
3356,3,2,-1,5934365,
3368,3,2,-1,5934307,
3370,3,2,-1,5934298,
3371,3,2,-1,5934294,
3373,3,2,-1,5934285,
3375,3,2,-1,5934288,
3382,3,2,-1,5934253,
3383,3,2,-1,5934248,
3384,3,2,-1,5934244,
3386,3,2,-1,5934235,
3394,3,2,-1,5934174,
3397,3,2,-1,5934160,
3406,3,2,-1,5934117,
3407,3,2,-1,5934110,
3414,3,2,-1,5934079,
3418,3,2,-1,5934062,
3420,3,2,-1,5934051,
3424,3,2,-1,5934023,
3425,3,2,-1,5934018,
3427,3,2,-1,5934010,
3436,3,2,-1,5933905,
3439,3,2,-1,5933890,
3440,3,2,-1,5933886,
3444,3,2,-1,5933864,
3450,3,2,-1,5933833,
3458,3,2,-1,5933770,
3461,3,2,-1,5933747,
3464,3,2,-1,5933737,
3465,3,2,-1,5933733,
3466,3,2,-1,5933728,
3468,3,2,-1,5933716,
3469,3,2,-1,5933713,
3472,3,2,-1,5933699,
3473,3,2,-1,5933695,
3476,3,2,-1,5933682,
3478,3,2,-1,5933678,
3479,3,2,-1,5933674,
3480,3,2,-1,5933669,
3486,3,2,-1,5933644,
3489,3,2,-1,5933631,
3490,3,2,-1,5933629,
3491,3,2,-1,5933625,
3493,3,2,-1,5933618,
3502,3,2,-1,5933546,
3511,3,2,-1,5933503,
3517,3,2,-1,5933456,
3519,3,2,-1,5933364,
3520,3,2,-1,5933358,
3529,3,2,-1,5933318,
3534,3,2,-1,5933296,
3536,3,2,-1,5933351,
3539,3,2,-1,5933340,
3546,3,2,-1,5933308,
3549,3,2,-1,5933295,
3550,3,2,-1,5933291,
3551,3,2,-1,5933287,
3556,3,2,-1,5933265,
3557,3,2,-1,5933296,
3560,3,2,-1,5933283,
3562,3,2,-1,5933195,
3563,3,2,-1,5933189,
3567,3,2,-1,5933172,
3568,3,2,-1,5933168,
3571,3,2,-1,5933156,
3578,3,2,-1,5933128,
3592,3,2,-1,5933076,
3595,3,2,-1,5933064,
3600,3,2,-1,5933043,
3603,3,2,-1,5933029,
3605,3,2,-1,5933021,
3609,3,2,-1,5933003,
3615,3,2,-1,5932940,
3619,3,2,-1,5932914,
3622,3,2,-1,5932889,
3623,3,2,-1,5932885,
3632,3,2,-1,5932810,
3644,3,2,-1,5932726,
3648,3,2,-1,5932710,
3649,3,2,-1,5932706,
3656,3,2,-1,5932673,
3662,3,2,-1,5932650,
3666,3,2,-1,5932637,
3668,3,2,-1,5932629,
3669,3,2,-1,5932626,
3679,3,2,-1,5932583,
3683,3,2,-1,5932569,
3684,3,2,-1,5932569,
3685,3,2,-1,5932565,
3686,3,2,-1,5932563,
3687,3,2,-1,5932560,
3690,3,2,-1,5932546,
3702,3,2,-1,5932506,
3704,3,2,-1,5932499,
3713,3,2,-1,5932466,
3722,3,2,-1,5932436,
3735,3,2,-1,5932330,
3738,3,2,-1,5932318,
3746,3,2,-1,5932252,
3749,3,2,-1,5932238,
3759,3,2,-1,5932196,
3765,3,2,-1,5932171,
3772,3,2,-1,5932129,
3774,3,2,-1,5932118,
3777,3,2,-1,5932103,
3781,3,2,-1,5932093,
3786,3,2,-1,5932076,
3789,3,2,-1,5932065,
3793,3,2,-1,5932072,
3810,3,2,-1,5931990,
3815,3,2,-1,5931961,
3821,3,2,-1,5931929,
3826,3,2,-1,5931909,
3832,3,2,-1,5931870,
3833,3,2,-1,5931865,
3834,3,2,-1,5931860,
3839,3,2,-1,5931836,
3848,3,2,-1,5931804,
3852,3,2,-1,5931788,
3860,3,2,-1,5931757,
3867,3,2,-1,5931731,
3870,3,2,-1,5931718,
3881,3,2,-1,5931689,
3886,3,2,-1,5931667,
3888,3,2,-1,5931657,
3889,3,2,-1,5931654,
3894,3,2,-1,5931635,
3896,3,2,-1,5931626,
3902,3,2,-1,5931601,
3903,3,2,-1,5931594,
3909,3,2,-1,5931573,
3915,3,2,-1,5931545,
3922,3,2,-1,5931406,
3924,3,2,-1,5931398,
3928,3,2,-1,5931377,
3929,3,2,-1,5931373,
3931,3,2,-1,5931366,
3937,3,2,-1,5931330,
3959,3,2,-1,5931263,
3962,3,2,-1,5931250,
3963,3,2,-1,5931244,
3974,3,2,-1,5931194,
3980,3,2,-1,5931165,
3981,3,2,-1,5931160,
3983,3,2,-1,5931155,
3984,3,2,-1,5931150,
3992,3,2,-1,5931110,
4000,3,2,-1,5931062,
12,0,2,-1,5957046,
14,0,2,-1,5957042,
15,0,2,-1,5957032,
19,0,2,-1,5957013,
24,0,2,-1,5956989,
25,0,2,-1,5956986,
28,0,2,-1,5956964,
31,0,2,-1,5956948,
33,0,2,-1,5956938,
36,0,2,-1,5956921,
37,0,2,-1,5956914,
38,0,2,-1,5956909,
44,0,2,-1,5956852,
47,0,2,-1,5956839,
55,0,2,-1,5956762,
57,0,2,-1,5956756,
62,0,2,-1,5956738,
63,0,2,-1,5956737,
66,0,2,-1,5956719,
67,0,2,-1,5956715,
70,0,2,-1,5956705,
73,0,2,-1,5956675,
75,0,2,-1,5956666,
80,0,2,-1,5956624,
1006,1,2,-1,5951011,
90,0,2,-1,5956560,
99,0,2,-1,5956838,
1014,1,2,-1,5951272,
1016,1,2,-1,5951246,
1017,1,2,-1,5951242,
1018,1,2,-1,5951238,
1019,1,2,-1,5951235,
1022,1,2,-1,5951219,
1026,1,2,-1,5951196,
1027,1,2,-1,5951192,
103,0,2,-1,5956825,
1034,1,2,-1,5951160,
105,0,2,-1,5956819,
109,0,2,-1,5956867,
1041,1,2,-1,5951187,
1043,1,2,-1,5951178,
1044,1,2,-1,5951173,
1048,1,2,-1,5951144,
126,0,2,-1,5956744,
1055,1,2,-1,5951103,
1057,1,2,-1,5951090,
137,0,2,-1,5956699,
1059,1,2,-1,5951080,
1069,1,2,-1,5950954,
1071,1,2,-1,5950946,
151,0,2,-1,5956627,
1072,1,2,-1,5950922,
156,0,2,-1,5956606,
1081,1,2,-1,5950863,
1087,1,2,-1,5950834,
1088,1,2,-1,5950831,
174,0,2,-1,5956493,
1089,1,2,-1,5950828,
178,0,2,-1,5956478,
1093,1,2,-1,5950811,
179,0,2,-1,5956474,
1094,1,2,-1,5950804,
183,0,2,-1,5956444,
1096,1,2,-1,5950796,
190,0,2,-1,5956414,
1101,1,2,-1,5950759,
1104,1,2,-1,5950742,
198,0,2,-1,5956364,
1105,1,2,-1,5950738,
1107,1,2,-1,5950730,
205,0,2,-1,5956335,
207,0,2,-1,5956326,
1111,1,2,-1,5950713,
208,0,2,-1,5956323,
209,0,2,-1,5956320,
1115,1,2,-1,5950589,
211,0,2,-1,5956313,
1116,1,2,-1,5950586,
214,0,2,-1,5956304,
1120,1,2,-1,5950565,
219,0,2,-1,5956285,
221,0,2,-1,5956276,
1124,1,2,-1,5950548,
222,0,2,-1,5956269,
1129,1,2,-1,5950522,
225,0,2,-1,5956257,
1138,1,2,-1,5950452,
236,0,2,-1,5956207,
1146,1,2,-1,5950398,
240,0,2,-1,5956189,
245,0,2,-1,5956992,
1148,1,2,-1,5951213,
246,0,2,-1,5956992,
1154,1,2,-1,5951186,
1155,1,2,-1,5951183,
1157,1,2,-1,5951175,
1159,1,2,-1,5951165,
1160,1,2,-1,5951161,
263,0,2,-1,5956896,
264,0,2,-1,5956893,
1165,1,2,-1,5951130,
1167,1,2,-1,5951122,
273,0,2,-1,5956849,
1173,1,2,-1,5951063,
276,0,2,-1,5956834,
282,0,2,-1,5956813,
1177,1,2,-1,5951048,
1181,1,2,-1,5951031,
1184,1,2,-1,5951019,
292,0,2,-1,5956774,
293,0,2,-1,5956771,
1189,1,2,-1,5951000,
1193,1,2,-1,5950983,
1194,1,2,-1,5950979,
302,0,2,-1,5956711,
306,0,2,-1,5956694,
309,0,2,-1,5956681,
1207,1,2,-1,5950861,
314,0,2,-1,5956638,
1217,1,2,-1,5950818,
1218,1,2,-1,5950814,
1219,1,2,-1,5950811,
328,0,2,-1,5956579,
1228,1,2,-1,5950772,
330,0,2,-1,5956573,
333,0,2,-1,5956559,
335,0,2,-1,5956552,
1235,1,2,-1,5950732,
336,0,2,-1,5956549,
337,0,2,-1,5956545,
1238,1,2,-1,5950721,
1239,1,2,-1,5950718,
341,0,2,-1,5956529,
344,0,2,-1,5956517,
1248,1,2,-1,5950677,
1249,1,2,-1,5950667,
1250,1,2,-1,5950662,
1256,1,2,-1,5950635,
364,0,2,-1,5956356,
1263,1,2,-1,5950576,
371,0,2,-1,5956324,
375,0,2,-1,5956292,
1271,1,2,-1,5950527,
376,0,2,-1,5956288,
384,0,2,-1,5956252,
1281,1,2,-1,5950489,
1283,1,2,-1,5950481,
1285,1,2,-1,5950474,
1287,1,2,-1,5950465,
398,0,2,-1,5956192,
1290,1,2,-1,5950453,
400,0,2,-1,5956185,
1293,1,2,-1,5950440,
404,0,2,-1,5956140,
1296,1,2,-1,5950428,
405,0,2,-1,5956137,
1306,1,2,-1,5950385,
411,0,2,-1,5956087,
412,0,2,-1,5956083,
1310,1,2,-1,5950370,
414,0,2,-1,5956077,
1311,1,2,-1,5950366,
415,0,2,-1,5956071,
420,0,2,-1,5956049,
424,0,2,-1,5956033,
425,0,2,-1,5956009,
1331,1,2,-1,5950239,
1332,1,2,-1,5950235,
432,0,2,-1,5955962,
1337,1,2,-1,5950211,
440,0,2,-1,5955913,
441,0,2,-1,5955906,
444,0,2,-1,5955883,
445,0,2,-1,5955879,
446,0,2,-1,5955875,
1359,1,2,-1,5950062,
1361,1,2,-1,5950053,
460,0,2,-1,5955741,
462,0,2,-1,5955728,
463,0,2,-1,5955723,
1369,1,2,-1,5949989,
1370,1,2,-1,5949985,
1371,1,2,-1,5949981,
469,0,2,-1,5955696,
1377,1,2,-1,5949954,
1379,1,2,-1,5949945,
476,0,2,-1,5955642,
477,0,2,-1,5955624,
485,0,2,-1,5955562,
1395,1,2,-1,5949875,
487,0,2,-1,5955554,
1396,1,2,-1,5949871,
1397,1,2,-1,5949867,
490,0,2,-1,5955545,
1400,1,2,-1,5949853,
510,0,2,-1,5955382,
1406,1,2,-1,5949825,
511,0,2,-1,5955379,
1409,1,2,-1,5949812,
513,0,2,-1,5955370,
1411,1,2,-1,5949804,
517,0,2,-1,5955336,
1413,1,2,-1,5949794,
1417,1,2,-1,5949776,
1420,1,2,-1,5949829,
1423,1,2,-1,5949810,
1437,1,2,-1,5949685,
524,0,2,-1,5955373,
2001,2,2,-1,5946251,
1444,1,2,-1,5949656,
532,0,2,-1,5955340,
1447,1,2,-1,5949639,
535,0,2,-1,5955328,
1451,1,2,-1,5949621,
539,0,2,-1,5955310,
541,0,2,-1,5955303,
543,0,2,-1,5955294,
1460,1,2,-1,5949575,
544,0,2,-1,5955291,
1469,1,2,-1,5949536,
1481,1,2,-1,5949479,
2024,2,2,-1,5946125,
1488,1,2,-1,5949443,
2025,2,2,-1,5946123,
1489,1,2,-1,5949439,
1491,1,2,-1,5949430,
2028,2,2,-1,5946115,
560,0,2,-1,5955228,
2029,2,2,-1,5946112,
1497,1,2,-1,5949399,
563,0,2,-1,5955215,
1501,1,2,-1,5949382,
565,0,2,-1,5955181,
568,0,2,-1,5955137,
1512,1,2,-1,5949332,
1516,1,2,-1,5949303,
2044,2,2,-1,5945992,
1520,1,2,-1,5949250,
583,0,2,-1,5955073,
1524,1,2,-1,5949233,
588,0,2,-1,5955055,
1525,1,2,-1,5949230,
591,0,2,-1,5955044,
2053,2,2,-1,5945951,
1531,1,2,-1,5949204,
2054,2,2,-1,5945949,
597,0,2,-1,5954985,
1540,1,2,-1,5949164,
600,0,2,-1,5954976,
601,0,2,-1,5954973,
1543,1,2,-1,5949148,
2064,2,2,-1,5945863,
604,0,2,-1,5954953,
1546,1,2,-1,5949133,
2065,2,2,-1,5945860,
608,0,2,-1,5954939,
1547,1,2,-1,5949131,
1548,1,2,-1,5949127,
611,0,2,-1,5954931,
2069,2,2,-1,5945839,
613,0,2,-1,5954925,
1552,1,2,-1,5949107,
